-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 09/30/2025 in LST
Location: Latitude  32.2131   Longitude -7.936 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 442.1 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2022,10,9,21,19.46,14.31,16.89,10.59,72.33,0.09,96.72,2.01,358.9
2022,10,9,22,18.92,14.66,16.79,10.84,76.54,0.35,96.71,1.67,7.9
2022,10,9,23,18.54,14.87,16.7,10.98,79.35,0.45,96.66,1.46,15.1
2022,10,10,0,18.25,14.97,16.61,11.05,81.28,0.52,96.61,1.28,23.0
2022,10,10,1,18.16,14.97,16.56,11.05,81.7,0.16,96.57,1.11,28.7
2022,10,10,2,18.17,15.0,16.58,11.07,81.77,0.06,96.54,1.05,19.0
2022,10,10,3,18.1,15.04,16.57,11.11,82.44,0.07,96.55,1.48,3.9
2022,10,10,4,17.9,15.13,16.52,11.15,83.82,0.14,96.59,2.06,359.2
2022,10,10,5,17.36,15.28,16.32,11.25,87.54,0.22,96.64,1.82,5.7
2022,10,10,6,17.84,15.35,16.6,11.29,85.28,0.26,96.69,1.69,19.4
2022,10,10,7,19.55,14.89,17.22,10.96,74.45,0.15,96.76,0.64,37.4
2022,10,10,8,22.05,14.13,18.09,10.42,60.71,0.16,96.77,0.42,281.0
2022,10,10,9,24.25,13.68,18.96,10.12,51.62,0.15,96.75,1.39,291.6
2022,10,10,10,26.29,13.0,19.64,9.68,43.72,0.04,96.7,2.49,296.8
2022,10,10,11,28.08,11.8,19.94,8.96,36.43,0.01,96.63,3.37,299.2
2022,10,10,12,29.2,10.54,19.87,8.25,31.42,0.01,96.55,4.11,300.1
2022,10,10,13,29.12,9.43,19.27,7.66,29.3,0.01,96.5,4.89,303.0
2022,10,10,14,27.83,8.95,18.39,7.41,30.55,0.01,96.49,5.49,307.2
2022,10,10,15,26.27,9.13,17.7,7.5,33.89,0.01,96.51,5.83,312.6
2022,10,10,16,24.38,10.02,17.2,7.97,40.3,0.0,96.54,5.74,318.3
2022,10,10,17,22.38,11.28,16.83,8.67,49.47,0.0,96.59,5.13,322.5
2022,10,10,18,20.98,12.4,16.69,9.33,58.01,0.0,96.65,4.43,323.9
2022,10,10,19,20.03,13.2,16.62,9.82,64.75,0.0,96.7,3.57,321.8
2022,10,10,20,19.4,13.69,16.55,10.13,69.47,0.0,96.73,2.98,320.3
2022,10,10,21,18.96,14.01,16.49,10.35,72.93,0.0,96.72,2.79,324.3
2022,10,10,22,18.56,14.26,16.41,10.51,75.9,0.0,96.69,2.74,329.2
2022,10,10,23,18.15,14.43,16.29,10.64,78.8,0.01,96.65,2.55,332.2
2022,10,11,0,17.68,14.56,16.12,10.73,81.82,0.02,96.61,1.85,335.4
2022,10,11,1,17.12,14.64,15.88,10.78,85.14,0.03,96.58,1.19,333.0
2022,10,11,2,16.6,14.68,15.64,10.82,88.28,0.04,96.54,1.07,322.6
2022,10,11,3,16.34,14.72,15.53,10.84,89.9,0.08,96.52,0.91,301.1
2022,10,11,4,16.28,14.74,15.51,10.86,90.41,0.21,96.52,0.83,274.1
2022,10,11,5,16.14,14.78,15.46,10.89,91.49,0.37,96.54,1.0,253.2
2022,10,11,6,17.0,14.75,15.88,10.87,86.49,0.48,96.57,2.06,245.1
2022,10,11,7,19.09,14.23,16.66,10.5,73.3,0.52,96.61,2.62,253.4
2022,10,11,8,21.19,13.12,17.15,9.77,59.93,0.13,96.62,2.97,260.5
2022,10,11,9,23.19,12.03,17.61,9.09,49.38,0.17,96.62,3.33,270.0
2022,10,11,10,25.04,11.82,18.43,8.97,43.6,0.4,96.59,4.07,279.3
2022,10,11,11,26.11,12.1,19.1,9.14,41.66,0.78,96.53,5.1,285.9
2022,10,11,12,26.39,11.96,19.18,9.06,40.6,1.11,96.47,6.03,290.5
2022,10,11,13,26.34,11.32,18.83,8.69,39.04,1.29,96.42,6.6,294.6
2022,10,11,14,25.88,10.72,18.3,8.34,38.5,1.41,96.38,6.79,299.0
2022,10,11,15,24.97,10.25,17.61,8.08,39.37,1.41,96.37,6.57,304.1
2022,10,11,16,23.52,10.0,16.76,7.95,42.27,0.6,96.39,6.05,310.5
2022,10,11,17,21.4,10.32,15.86,8.13,49.19,0.51,96.44,4.43,318.2
2022,10,11,18,20.03,11.1,15.57,8.56,56.37,0.7,96.5,4.24,324.7
2022,10,11,19,18.87,12.06,15.46,9.14,64.69,0.61,96.53,3.74,328.6
2022,10,11,20,17.77,12.99,15.38,9.71,73.62,0.72,96.54,2.81,331.3
2022,10,11,21,16.85,13.69,15.27,10.16,81.62,0.99,96.53,2.05,332.7
2022,10,11,22,16.41,14.15,15.28,10.47,86.45,2.54,96.51,1.66,333.9
2022,10,11,23,16.25,14.5,15.38,10.71,89.3,5.96,96.48,1.33,336.0
2022,10,12,0,15.97,14.72,15.34,10.86,92.15,9.86,96.45,1.22,343.3
2022,10,12,1,15.87,14.85,15.36,10.95,93.48,13.88,96.42,1.49,355.0
2022,10,12,2,15.87,14.91,15.39,11.0,93.87,15.18,96.39,1.68,13.5
2022,10,12,3,15.84,14.91,15.38,11.01,94.11,14.18,96.36,1.89,29.8
2022,10,12,4,15.79,14.88,15.33,10.99,94.22,14.62,96.34,2.1,43.3
2022,10,12,5,15.68,14.82,15.25,10.94,94.46,14.13,96.34,2.0,52.3
2022,10,12,6,16.58,14.79,15.68,10.92,89.06,17.28,96.39,2.7,55.3
2022,10,12,7,18.47,14.33,16.4,10.59,76.72,18.17,96.45,3.73,43.6
2022,10,12,8,20.18,12.8,16.49,9.58,62.48,12.45,96.52,4.69,28.4
2022,10,12,9,20.16,12.36,16.26,9.31,60.81,10.15,96.54,5.5,18.8
2022,10,12,10,19.83,13.22,16.52,9.86,65.7,9.66,96.52,5.97,16.7
2022,10,12,11,20.04,13.78,16.91,10.23,67.24,9.34,96.48,6.4,17.6
2022,10,12,12,20.36,14.05,17.2,10.41,67.04,7.8,96.43,6.82,15.5
2022,10,12,13,20.73,14.07,17.4,10.42,65.57,6.44,96.39,7.08,13.5
2022,10,12,14,21.15,13.9,17.53,10.31,63.21,5.88,96.37,7.11,11.6
2022,10,12,15,21.19,13.68,17.43,10.16,62.14,6.47,96.37,6.73,11.4
2022,10,12,16,20.55,13.84,17.2,10.26,65.3,7.65,96.4,5.37,9.8
2022,10,12,17,19.24,14.35,16.79,10.61,73.26,7.81,96.45,3.74,5.7
2022,10,12,18,18.73,14.56,16.64,10.74,76.61,7.21,96.53,3.82,2.4
2022,10,12,19,18.35,14.86,16.6,10.94,79.96,7.21,96.59,4.38,1.6
2022,10,12,20,17.89,15.39,16.64,11.32,85.18,7.73,96.63,4.61,1.1
2022,10,12,21,17.45,15.91,16.68,11.71,90.58,7.97,96.65,4.26,359.1
2022,10,12,22,17.18,16.25,16.71,11.97,94.17,7.83,96.64,3.7,355.5
2022,10,12,23,17.08,16.42,16.75,12.1,95.77,5.7,96.62,3.46,355.9
2022,10,13,0,17.0,16.5,16.75,12.17,96.78,4.71,96.59,2.86,356.2
2022,10,13,1,16.83,16.48,16.65,12.15,97.63,3.8,96.55,2.19,356.9
2022,10,13,2,16.64,16.38,16.51,12.08,98.21,2.64,96.51,1.89,3.3
2022,10,13,3,16.47,16.28,16.38,12.0,98.62,1.72,96.51,1.66,17.9
2022,10,13,4,16.31,16.17,16.24,11.91,98.9,0.65,96.52,1.34,36.5
2022,10,13,5,16.25,16.01,16.13,11.79,98.32,0.42,96.56,0.97,53.4
2022,10,13,6,17.2,15.9,16.55,11.7,91.9,0.31,96.59,0.76,72.3
2022,10,13,7,18.84,15.62,17.23,11.49,81.45,0.11,96.64,0.81,85.1
2022,10,13,8,21.01,15.43,18.22,11.34,70.31,0.03,96.68,1.26,51.8
2022,10,13,9,22.97,15.29,19.13,11.24,61.85,0.0,96.69,1.87,38.0
2022,10,13,10,24.49,15.19,19.84,11.17,56.08,0.0,96.67,2.26,34.5
2022,10,13,11,25.95,14.61,20.28,10.77,49.56,0.0,96.62,2.9,34.6
2022,10,13,12,27.07,13.53,20.3,10.04,43.24,0.0,96.55,3.75,35.1
2022,10,13,13,27.65,12.42,20.04,9.34,38.88,0.0,96.51,4.57,36.0
2022,10,13,14,27.65,11.24,19.45,8.64,35.97,0.0,96.5,5.06,38.8
2022,10,13,15,27.02,10.18,18.6,8.05,34.8,0.0,96.51,5.23,40.4
2022,10,13,16,25.26,10.44,17.85,8.18,39.25,0.0,96.57,4.26,37.0
2022,10,13,17,21.65,11.42,16.54,8.72,52.05,0.0,96.64,3.14,25.9
2022,10,13,18,20.43,11.59,16.01,8.82,56.78,0.0,96.72,3.18,21.2
2022,10,13,19,19.37,12.49,15.93,9.38,64.52,0.01,96.8,2.9,24.9
2022,10,13,20,18.42,13.3,15.86,9.92,72.41,0.01,96.84,2.39,36.7
2022,10,13,21,17.88,13.74,15.81,10.25,77.39,0.01,96.84,1.96,51.2
2022,10,13,22,17.73,13.75,15.74,10.29,78.39,0.02,96.79,1.58,68.5
2022,10,13,23,17.75,13.28,15.52,10.05,76.43,0.02,96.74,1.31,86.9
2022,10,14,0,17.79,12.55,15.17,9.65,73.19,0.01,96.69,1.15,104.6
2022,10,14,1,17.63,11.87,14.75,9.29,71.16,0.01,96.65,1.2,123.4
2022,10,14,2,17.3,11.18,14.24,8.91,69.67,0.01,96.61,1.31,135.3
2022,10,14,3,16.74,10.5,13.62,8.51,68.96,0.01,96.6,1.5,141.8
2022,10,14,4,16.05,9.76,12.9,8.06,68.27,0.01,96.6,1.85,150.5
2022,10,14,5,15.35,8.88,12.11,7.53,66.74,0.0,96.62,2.27,160.7
2022,10,14,6,16.78,8.8,12.79,7.4,59.89,0.0,96.66,2.36,168.0
2022,10,14,7,20.57,7.33,13.95,6.69,42.74,0.0,96.69,2.88,176.0
2022,10,14,8,24.5,6.16,15.33,6.17,31.07,0.0,96.72,1.74,182.6
2022,10,14,9,28.19,4.31,16.25,5.37,21.76,0.0,96.7,0.66,223.2
2022,10,14,10,29.9,3.75,16.83,5.15,18.9,0.0,96.67,0.93,311.1
2022,10,14,11,30.95,3.45,17.2,5.05,17.44,0.0,96.62,1.72,319.5
2022,10,14,12,31.65,3.15,17.4,4.94,16.39,0.0,96.56,2.53,319.6
2022,10,14,13,31.91,2.95,17.43,4.87,15.91,0.0,96.5,3.33,323.7
2022,10,14,14,31.64,2.9,17.27,4.86,16.12,0.0,96.48,3.76,327.8
2022,10,14,15,30.71,3.18,16.95,4.95,17.31,0.0,96.48,4.04,333.1
2022,10,14,16,27.65,7.2,17.43,6.64,27.68,0.0,96.5,3.24,339.8
2022,10,14,17,23.59,7.85,15.72,6.87,36.45,0.0,96.55,3.6,346.0
2022,10,14,18,22.48,8.47,15.47,7.17,40.71,0.0,96.61,3.5,353.4
2022,10,14,19,21.72,9.73,15.72,7.81,46.45,0.0,96.67,3.02,4.9
2022,10,14,20,21.11,10.75,15.93,8.36,51.62,0.0,96.7,2.49,23.7
2022,10,14,21,20.86,10.99,15.92,8.49,53.22,0.0,96.68,2.02,46.6
2022,10,14,22,20.9,10.77,15.84,8.38,52.38,0.0,96.65,1.73,78.3
2022,10,14,23,20.4,10.57,15.49,8.26,53.23,0.0,96.6,1.95,114.2
2022,10,15,0,19.59,10.34,14.97,8.12,55.0,0.0,96.56,2.44,135.5
2022,10,15,1,19.19,10.27,14.73,8.09,56.14,0.0,96.49,2.89,146.6
2022,10,15,2,19.19,10.37,14.78,8.15,56.52,0.0,96.44,3.2,154.1
2022,10,15,3,19.5,10.57,15.04,8.26,56.18,0.0,96.43,3.29,161.4
2022,10,15,4,19.72,10.58,15.15,8.27,55.49,0.0,96.43,3.31,167.8
2022,10,15,5,19.83,10.4,15.12,8.17,54.46,0.0,96.46,3.37,172.7
2022,10,15,6,21.04,10.54,15.79,8.24,51.0,0.0,96.52,3.21,177.1
2022,10,15,7,23.84,10.83,17.34,8.39,43.83,0.0,96.58,3.22,182.1
2022,10,15,8,26.29,10.17,18.23,8.03,36.28,0.0,96.63,3.15,188.4
2022,10,15,9,28.11,9.13,18.62,7.48,30.39,0.0,96.63,2.8,208.6
2022,10,15,10,30.13,8.38,19.26,7.11,25.7,0.0,96.61,2.48,249.2
2022,10,15,11,32.5,7.8,20.15,6.84,21.6,0.02,96.54,2.57,274.0
2022,10,15,12,34.13,7.62,20.88,6.76,19.46,0.04,96.43,2.49,285.4
2022,10,15,13,34.18,7.7,20.94,6.8,19.5,0.04,96.34,2.32,289.6
2022,10,15,14,33.26,8.22,20.74,7.06,21.31,0.02,96.32,2.46,294.3
2022,10,15,15,31.05,12.02,21.54,9.22,31.49,0.02,96.33,2.25,301.7
2022,10,15,16,28.46,12.4,20.43,9.36,37.12,0.0,96.39,2.96,309.9
2022,10,15,17,26.8,11.04,18.92,8.53,37.32,0.01,96.45,3.96,320.8
2022,10,15,18,25.55,10.81,18.18,8.39,39.53,0.01,96.48,4.17,336.3
2022,10,15,19,23.99,11.47,17.73,8.77,45.36,0.28,96.5,3.27,357.7
2022,10,15,20,22.98,12.35,17.66,9.29,51.05,2.21,96.52,2.56,32.6
2022,10,15,21,22.46,12.68,17.57,9.5,53.87,5.51,96.51,2.4,74.5
2022,10,15,22,22.16,12.7,17.43,9.52,54.95,4.71,96.47,2.3,104.1
2022,10,15,23,22.27,12.43,17.35,9.36,53.64,0.97,96.41,2.05,128.3
2022,10,16,0,22.13,12.14,17.14,9.2,53.16,0.05,96.36,2.13,157.6
2022,10,16,1,21.84,11.63,16.74,8.88,52.23,0.0,96.35,2.73,176.9
2022,10,16,2,22.14,11.25,16.7,8.66,50.02,0.0,96.37,2.84,179.6
2022,10,16,3,22.85,10.7,16.77,8.35,46.19,0.0,96.34,2.41,160.4
2022,10,16,4,22.35,10.74,16.54,8.38,47.75,0.0,96.28,2.6,135.9
2022,10,16,5,21.39,10.51,15.95,8.25,49.85,0.0,96.27,3.12,142.3
2022,10,16,6,21.88,10.62,16.25,8.31,48.75,0.0,96.31,3.28,159.3
2022,10,16,7,24.98,10.0,17.49,7.97,38.82,0.0,96.38,4.06,178.2
2022,10,16,8,27.42,8.48,17.95,7.17,30.27,0.0,96.46,4.91,213.9
2022,10,16,9,29.03,6.74,17.89,6.36,24.48,0.0,96.52,7.05,245.4
2022,10,16,10,29.5,6.62,18.06,6.31,23.64,0.0,96.52,7.08,257.1
2022,10,16,11,30.53,6.91,18.72,6.45,22.76,0.0,96.46,5.77,262.0
2022,10,16,12,31.72,6.67,19.19,6.35,20.92,0.0,96.36,4.83,264.4
2022,10,16,13,32.34,6.27,19.31,6.19,19.67,0.0,96.28,4.6,269.5
2022,10,16,14,32.13,6.16,19.14,6.15,19.77,0.0,96.24,4.61,276.1
2022,10,16,15,30.82,7.45,19.14,6.71,23.23,0.26,96.24,4.56,282.1
2022,10,16,16,27.76,9.51,18.64,7.7,31.83,3.62,96.37,4.74,286.3
2022,10,16,17,24.83,11.63,18.23,8.87,43.63,13.85,96.53,2.97,284.2
2022,10,16,18,24.45,13.28,18.87,9.93,49.95,2.67,96.55,0.61,119.5
2022,10,16,19,23.28,12.0,17.64,9.11,49.17,0.03,96.52,3.64,131.0
2022,10,16,20,23.15,10.24,16.7,8.09,44.03,0.04,96.51,5.18,141.0
2022,10,16,21,22.73,9.82,16.27,7.87,43.95,0.03,96.51,4.88,150.5
2022,10,16,22,22.26,9.76,16.01,7.82,44.91,0.0,96.46,4.13,158.3
2022,10,16,23,21.98,9.64,15.81,7.76,45.32,0.0,96.42,3.6,177.0
2022,10,17,0,21.74,9.45,15.6,7.66,45.4,0.0,96.44,3.55,200.6
2022,10,17,1,21.2,9.39,15.3,7.63,46.75,0.0,96.46,3.61,219.7
2022,10,17,2,20.52,9.66,15.09,7.77,49.66,0.0,96.48,3.46,229.5
2022,10,17,3,19.85,10.02,14.93,7.96,53.03,0.0,96.5,2.98,230.7
2022,10,17,4,19.34,10.02,14.68,7.97,54.82,0.0,96.53,2.44,224.8
2022,10,17,5,19.04,9.75,14.39,7.84,54.98,0.0,96.58,2.21,218.7
2022,10,17,6,20.06,10.35,15.2,8.17,53.8,0.0,96.65,1.99,215.4
2022,10,17,7,23.51,9.46,16.49,7.71,41.16,0.0,96.72,2.03,224.0
2022,10,17,8,26.43,8.4,17.42,7.18,32.24,0.0,96.79,2.26,244.9
2022,10,17,9,29.26,8.32,18.79,7.1,27.04,0.0,96.83,3.21,253.0
2022,10,17,10,31.42,8.79,20.1,7.31,24.6,0.0,96.82,4.2,254.7
2022,10,17,11,33.23,9.34,21.29,7.58,23.02,0.0,96.78,5.1,256.5
2022,10,17,12,34.39,9.72,22.05,7.77,22.1,0.0,96.72,5.85,257.7
2022,10,17,13,34.84,9.84,22.34,7.84,21.74,0.0,96.68,6.22,256.6
2022,10,17,14,34.63,9.79,22.21,7.82,21.93,0.0,96.66,6.19,256.2
2022,10,17,15,33.55,10.0,21.77,7.93,23.62,0.0,96.68,5.57,263.6
2022,10,17,16,30.38,12.1,21.24,9.14,32.57,0.0,96.74,3.74,280.8
2022,10,17,17,27.38,12.5,19.94,9.36,39.71,0.0,96.81,3.28,295.6
2022,10,17,18,25.72,12.66,19.19,9.45,44.24,0.0,96.9,2.66,306.7
2022,10,17,19,24.36,13.36,18.86,9.9,50.28,0.01,96.96,1.86,317.0
2022,10,17,20,24.15,12.69,18.42,9.48,48.78,0.01,96.99,0.86,333.7
2022,10,17,21,23.88,12.48,18.18,9.36,48.95,0.0,96.98,0.68,119.2
2022,10,17,22,22.96,12.56,17.76,9.41,52.01,0.0,96.96,1.83,142.8
2022,10,17,23,22.55,12.2,17.38,9.17,51.95,0.0,96.92,2.61,155.1
2022,10,18,0,22.66,11.79,17.22,8.92,50.19,0.0,96.9,3.06,165.1
2022,10,18,1,22.84,11.19,17.02,8.58,47.76,0.0,96.89,3.33,175.0
2022,10,18,2,22.97,10.62,16.79,8.25,45.56,0.0,96.87,3.57,183.5
2022,10,18,3,22.96,10.12,16.54,7.98,44.1,0.0,96.87,3.67,189.9
2022,10,18,4,22.67,9.75,16.21,7.78,43.77,0.0,96.88,3.64,192.5
2022,10,18,5,22.42,9.47,15.94,7.63,43.61,0.0,96.93,3.5,194.9
2022,10,18,6,23.27,9.63,16.45,7.72,41.93,0.0,96.98,3.15,198.9
2022,10,18,7,26.42,8.99,17.7,7.39,33.3,0.0,97.07,3.34,208.6
2022,10,18,8,28.84,8.13,18.49,6.99,27.37,0.0,97.14,3.28,225.7
2022,10,18,9,30.98,7.91,19.44,6.91,23.93,0.0,97.17,3.51,253.1
2022,10,18,10,32.03,7.84,19.94,6.87,22.42,0.0,97.17,3.93,267.7
2022,10,18,11,32.45,7.76,20.11,6.82,21.73,0.0,97.14,4.42,281.5
2022,10,18,12,32.24,7.86,20.05,6.85,22.07,0.0,97.09,5.03,295.8
2022,10,18,13,31.56,8.17,19.86,6.99,23.39,0.0,97.05,5.43,308.5
2022,10,18,14,30.58,8.53,19.56,7.15,25.3,0.0,97.04,5.3,318.7
2022,10,18,15,29.4,8.9,19.15,7.33,27.75,0.0,97.05,4.51,328.0
2022,10,18,16,27.16,10.86,19.01,8.4,36.21,0.0,97.06,2.72,343.8
2022,10,18,17,24.29,11.62,17.95,8.82,45.07,0.0,97.08,2.19,9.7
2022,10,18,18,23.53,11.47,17.5,8.73,46.71,0.0,97.11,2.1,47.5
2022,10,18,19,22.9,11.38,17.14,8.67,48.19,0.0,97.11,2.27,78.6
2022,10,18,20,22.61,11.42,17.01,8.7,49.2,0.0,97.09,2.34,100.6
2022,10,18,21,22.57,11.37,16.97,8.67,49.14,0.0,97.06,2.37,124.5
2022,10,18,22,22.5,11.12,16.81,8.53,48.54,0.0,97.02,2.66,150.3
2022,10,18,23,22.36,10.54,16.45,8.2,47.05,0.0,96.99,3.28,168.0
2022,10,19,0,22.48,9.69,16.08,7.75,44.14,0.0,96.95,3.86,173.8
2022,10,19,1,22.7,8.71,15.71,7.26,40.8,0.0,96.92,4.3,177.5
2022,10,19,2,22.55,7.93,15.24,6.88,39.01,0.0,96.88,4.39,178.4
2022,10,19,3,21.98,7.52,14.75,6.69,39.27,0.0,96.86,4.19,179.2
2022,10,19,4,21.39,7.47,14.43,6.67,40.59,0.0,96.87,3.81,184.4
2022,10,19,5,20.75,7.7,14.23,6.77,42.87,0.0,96.9,3.32,195.9
2022,10,19,6,21.41,8.36,14.88,7.08,43.07,0.0,96.96,2.7,210.3
2022,10,19,7,24.45,7.68,16.07,6.76,34.24,0.0,97.03,2.95,230.1
2022,10,19,8,26.73,7.66,17.19,6.76,29.91,0.0,97.06,2.52,263.2
2022,10,19,9,29.02,7.84,18.43,6.85,26.51,0.0,97.03,2.58,259.3
2022,10,19,10,31.41,7.31,19.36,6.6,22.27,0.0,96.97,3.33,260.5
2022,10,19,11,33.29,6.75,20.02,6.35,19.25,0.0,96.86,3.67,270.5
2022,10,19,12,34.29,6.59,20.44,6.29,18.01,0.0,96.72,3.71,277.1
2022,10,19,13,34.66,6.54,20.6,6.27,17.56,0.0,96.6,3.72,282.6
2022,10,19,14,34.42,6.67,20.54,6.33,17.96,0.0,96.54,4.09,292.0
2022,10,19,15,33.15,7.16,20.15,6.55,19.94,0.0,96.53,5.02,305.4
2022,10,19,16,29.91,8.85,19.38,7.35,26.89,0.0,96.56,5.03,319.1
2022,10,19,17,25.94,9.99,17.96,7.93,36.57,0.0,96.62,5.13,329.3
2022,10,19,18,23.7,10.84,17.27,8.38,44.21,0.0,96.71,4.55,337.1
2022,10,19,19,22.18,11.85,17.01,8.96,51.84,0.0,96.78,2.47,348.8
2022,10,19,20,21.45,12.56,17.01,9.4,56.86,0.0,96.8,1.0,19.9
2022,10,19,21,21.33,12.53,16.93,9.4,57.26,0.0,96.75,0.76,114.2
2022,10,19,22,20.97,11.99,16.48,9.06,56.39,0.0,96.69,1.34,151.5
2022,10,19,23,20.74,11.42,16.08,8.73,55.08,0.0,96.61,1.75,164.1
2022,10,20,0,20.66,10.81,15.73,8.39,53.18,0.0,96.56,2.11,171.0
2022,10,20,1,20.6,10.12,15.36,8.02,51.02,0.0,96.53,2.37,177.3
2022,10,20,2,20.54,9.39,14.96,7.64,48.78,0.0,96.5,2.46,186.1
2022,10,20,3,20.44,8.84,14.64,7.36,47.29,0.0,96.5,2.33,198.5
2022,10,20,4,20.16,8.55,14.35,7.22,47.22,0.0,96.53,2.06,215.3
2022,10,20,5,19.81,8.39,14.1,7.14,47.74,0.0,96.58,1.83,221.7
2022,10,20,6,20.58,9.09,14.84,7.52,47.96,0.0,96.62,1.73,211.0
2022,10,20,7,24.14,7.85,15.99,6.9,35.46,0.0,96.66,2.33,200.3
2022,10,20,8,27.31,7.21,17.26,6.6,28.12,0.0,96.67,2.38,210.2
2022,10,20,9,30.29,7.03,18.66,6.5,23.3,0.0,96.65,3.45,222.4
2022,10,20,10,32.7,6.6,19.65,6.3,19.69,0.0,96.6,4.49,234.0
2022,10,20,11,34.14,6.54,20.34,6.27,18.06,0.0,96.51,4.99,244.1
2022,10,20,12,34.86,6.69,20.77,6.34,17.53,0.0,96.41,5.56,254.3
2022,10,20,13,34.84,6.91,20.88,6.44,17.81,0.0,96.33,6.31,265.7
2022,10,20,14,34.03,7.23,20.63,6.59,19.06,0.0,96.32,7.1,277.9
2022,10,20,15,31.99,7.66,19.82,6.78,21.99,0.0,96.36,7.76,294.5
2022,10,20,16,28.69,8.29,18.49,7.08,27.76,0.0,96.45,7.61,310.2
2022,10,20,17,25.12,8.98,17.05,7.41,35.87,0.0,96.55,6.08,324.4
2022,10,20,18,23.03,9.69,16.36,7.77,42.67,0.0,96.64,3.92,342.0
2022,10,20,19,21.85,10.51,16.18,8.2,48.4,0.0,96.72,2.08,14.8
2022,10,20,20,21.0,11.19,16.1,8.58,53.37,0.0,96.76,1.59,56.8
2022,10,20,21,20.36,11.05,15.7,8.51,55.05,0.0,96.75,1.85,79.1
2022,10,20,22,20.16,10.86,15.51,8.4,54.99,0.0,96.69,1.94,84.4
2022,10,20,23,20.16,10.61,15.38,8.26,54.04,0.0,96.63,1.93,90.3
2022,10,21,0,20.02,10.32,15.17,8.12,53.57,0.0,96.58,1.87,106.1
2022,10,21,1,19.68,9.95,14.82,7.92,53.35,0.0,96.56,1.89,130.3
2022,10,21,2,19.49,9.43,14.46,7.65,52.15,0.0,96.55,2.02,150.6
2022,10,21,3,19.49,8.86,14.17,7.37,50.25,0.0,96.55,2.16,166.9
2022,10,21,4,19.53,8.25,13.89,7.08,48.17,0.0,96.57,2.34,181.5
2022,10,21,5,19.47,7.64,13.55,6.79,46.39,0.0,96.6,2.58,192.1
2022,10,21,6,20.35,7.61,13.98,6.77,43.82,0.0,96.63,2.65,198.5
2022,10,21,7,24.49,6.86,15.67,6.42,32.33,0.0,96.69,3.37,204.0
2022,10,21,8,27.95,6.48,17.21,6.25,25.67,0.0,96.73,2.72,224.4
2022,10,21,9,30.79,6.16,18.47,6.12,21.34,0.0,96.73,3.3,243.4
2022,10,21,10,33.07,5.23,19.15,5.73,17.56,0.0,96.7,4.29,250.4
2022,10,21,11,34.29,4.52,19.4,5.44,15.56,0.0,96.62,4.81,257.8
2022,10,21,12,34.81,3.98,19.39,5.24,14.56,0.0,96.54,5.25,266.0
2022,10,21,13,34.76,3.64,19.2,5.12,14.25,0.0,96.47,5.72,276.0
2022,10,21,14,34.04,3.7,18.87,5.14,14.89,0.0,96.45,6.47,288.7
2022,10,21,15,32.27,4.54,18.4,5.47,17.5,0.0,96.47,7.48,304.4
2022,10,21,16,28.88,6.25,17.57,6.16,23.92,0.0,96.52,7.34,318.9
2022,10,21,17,24.97,8.12,16.54,6.99,34.17,0.0,96.61,5.8,330.5
2022,10,21,18,22.79,9.68,16.23,7.77,43.31,0.0,96.68,3.63,343.2
2022,10,21,19,21.41,10.93,16.17,8.44,51.17,0.0,96.72,2.03,8.2
2022,10,21,20,20.65,11.26,15.96,8.62,54.77,0.0,96.75,1.63,60.3
2022,10,21,21,20.12,10.91,15.51,8.43,55.34,0.0,96.73,2.02,105.2
2022,10,21,22,19.85,10.23,15.04,8.06,53.79,0.0,96.69,2.4,127.2
2022,10,21,23,19.77,9.27,14.52,7.57,50.76,0.0,96.63,2.71,143.0
2022,10,22,0,19.7,8.17,13.93,7.03,47.34,0.0,96.59,3.13,155.5
2022,10,22,1,19.78,6.89,13.34,6.44,43.15,0.0,96.56,3.62,164.0
2022,10,22,2,20.05,5.61,12.83,5.89,38.81,0.0,96.53,4.09,171.1
2022,10,22,3,20.39,4.59,12.49,5.48,35.36,0.0,96.5,4.57,175.7
2022,10,22,4,20.76,4.02,12.39,5.26,33.17,0.0,96.49,4.98,177.4
2022,10,22,5,21.1,3.72,12.41,5.15,31.81,0.0,96.5,5.2,182.0
2022,10,22,6,22.36,3.42,12.89,5.04,28.83,0.0,96.52,5.41,187.9
2022,10,22,7,25.66,2.94,14.3,4.87,22.87,0.0,96.58,6.31,191.7
